essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	7.1=8.1	7.2=8.2	"7.3=8.4,8.5"	7.4=8.6
17970	7	Patience perso is someone that deal with difficulties without complaining. Like when your waiting in the docters office fora checkup. Or in the eye doctors maybe a dentist. When your in the doctors office it all quiet then there a phone ringing! Then the doctor walks in or dentist all there is is waiting and waiting.	6	5		11				1	2	1	2	0	1	2	2	0.5	1.5	1.5	2
17971	7	"“Time to go outside!”the teacher said happy that @CAPS2 would get a breake soon. All the kids rall outside to @NUM1 come play with us were playing jump rope!” one of the girls said sweetly as @CAPS2 swung the jump rope around, the little girl smacked he little flat shoes on the cement just light enough for  @PERSON1 to her.”I’m waiting”said the little girl un-patiently.”@CAPS1 on.”@CAPS2 said with an upset tone!”fine!”the little girl said as @CAPS2 crossed aims and swayed  bark and forth. One of the love came upto @PERSON1 to! @PERSON1 do want to play tag, or hide and seek.”@CAPS3,”@CAPS2 said sweetly with he arims folded nicely in he lap as @CAPS2 ran away waving his arms around. @PERSON1 laughed at him and then thought @CAPS4 I play with him then my other friend will be mad. But @CAPS2 was being mean to! The little boy particularly waiting for @ORGANIZATION1’s mind to be made up hopped about like a bunny trying to make her laugh again. ”@PERSON1!!!The little girl said and jumping up and down, making her little. plastic shoes as they hit the ground.”I don’t have to play with @NUM2 said ,”but I am your best friend.”@CAPS2 said getting a fare that only her mom would fogive.”@CAPS6 eyes don’t work on me! @PERSON1 said “fine! ”@CAPS2 said again and the lit he girl ran off”I can play with you know”@CAPS2 said”@CAPS7 lets play tag?”@CAPS2 said laughing then @NUM3 said.Thanks for playing with me,”the little boy said."	9	9		18				2	3	2	2	2	2	3	2	2	2.5	2.5	2
17973	7	"Last @DATE1 I went to @CAPS1 @CAPS2. And we drove for hours! O my go she butt hort! We got there and there were no packing spots, so we went to the back back lot! but then I was excited we were walking towards the park I was the wicked twister and surprised my @CAPS3 asked me to pick the first ride I said the wicked twister so we got in and I looked at the line for the wicked twister and guess what it took @NUM1 minutes to get on the ride I was so patient that day and then we cut the corner and there was like @NUM2 more people! So that day I rode almost all the rides in the park and ate a whole @NUM3 pound burgers fries and a shake! So theres my story about my patience!"	7	8		15				2	2	1	2	2	2	2	2	2	2	1.5	2
17974	7	"Crash. Boom! Oh no theres a accident. @CAPS1 @CAPS1 traffic stops. “we cant stop. not now,”  yells my younger sister.” I m gonna be late for dance class. Oh @PERSON1 just be patient this traffic will be moving before you know it.” I said. As minutes passed @PERSON1 has to go to the bathroom. My mom tells her she has to go to the bathroom. My mom tells her she has to wait but she replies, “I don’t want to wait.” I sat and look out the window silently because that’s all I really could do. @PERSON1 screams,” I have to go to the bathroom.” ”@PERSON1, I said please just be patient.” I gave her a candy that just only shut her up for a couple of minutes. @NUM1 minutes passed and sister is fast asleep .I asked mom when does she think the traffic is going to blow over. She told me she have no @NUM2 minutes later the traffic starts to move but stops then starts to move again. Finally we arrived to our exit and my sister makes it to the dance class. She got out of the car dashed into the studio .That was a time I was patient."	8	9		17				2	2	2	2	2	2	2	3	2	2	2	2.5
17975	7	"About three years ago, my family and I spent a weekend at @ORGANIZATION1 @ORGANIZATION1 sun dusky, @LOCATION1. It was a perfect weekend except driving four hours in car with older & younger siblings in the car. It was lould, there was crying, there was all of that annoying junk, but I was patient. When my family & I arrived at @ORGANIZATION1 @ORGANIZATION1 it was crowded! Like jam pack crowded. My mom took little sister & brother on the kiddy rides & my dad took my brother and I. My group went on all of the big scary rides. I went on about every single scary ride that day except for the @CAPS1 @CAPS2 @CAPS3!!! This ride was the biggest one of all time. I was dying to go on it. My group got in line & relize their line was about half a mile long & there park was going to clothes soon. Twenty minutes later… I was being so patient in this line. We were in the quarter of a mile range in the line. My dad decided it wasn’t worth it. So my group met up with the rest of my family & we sadly left @ORGANIZATION1. It was one of the most sadest ride  move ever. So maybe next time I should be more patient."	8	8		16				2	2	2	2	2	2	2	2	2	2	2	2
17976	7	"Have you ever waited for something or someone without complaining? If so, you are being patient. Patience isn’t just waiting a long time, its being respectfull and not complaining about waiting. In order to be patient, you have to be respectfull and quiet unless they ask you something. It takes hard work to be patient. If your at school and need to go to the bathroom wait till the teachers are done talking to someone, or if he/she is on powerschool. Do not interrupt teachers during a meeting or when their talking. People will like you a little more if your patient. So remember, when your waiting for someone or something, remember the word patience."	5	4		9				0	1	2	2	0	1	1	2	0	1	1.5	2
17977	7	When I was in third grade I hoped one of my friends who had some disabilities but I had to learn to be patient with him. When it comes to dedating with someone like him patience plays a great part in friend ship with him. Ever though he had his days I would say to my self ''you have him and have patience '' and to this day him and I are still friends.	8	8		16				2	2	2	2	2	2	2	2	2	2	2	2
17978	7	I will tell you about when I was patience. For a long time it was hope you will read. I was going to @LOCATION1 to go quisney world .It to ke forever! It toke  three days of driving. We play game like I spy or game boy. We very rare toke break for peeing or eating. I will didn’t lik the trip. But when we finally got there it was worth it. We had some fun.	4	5		9				1	1	1	1	1	1	2	1	1	1	1.5	1
17979	7	"One day I was at home and I was getting ready to go and to eat and there was a very long  line so I was on the phone with @LOCATION1 and @PERSON1 we were talking about the @CAPS1 test so then I said @CAPS2 why is this taking forever so they told me to be patient and until it’s time to order, so I said what does patient means they said it means to understand and be tolerant and do not complain so I said I might try that and then before I knew it I was sitting at a table eating and on the phone at red hobster. So now I know whenever I go somewhere with long lines all I have to do is be a lot more patient and dont complaine."	10	7		17				2	3	2	3	2	2	2	1	2	2.5	2	2
17980	7	"This is a story about when I was patient. My family was planning a camping trip to go up @LOCATION1.There was a huge camp ground were you can reserve an area and camp there.The bad part was that it was about @NUM1 hours away. So i packed a magazine, some  paper my @CAPS1 and decided the best of it. Me and my sister @PERSON1 were playing aganist each other in @LOCATION2 for about an hour but as @CAPS4 played all i thought about was the camp. Later I was looking at a magazine about camping I didn’t know it was about camping at first so that made me more exicited. Then i drew pictures for about an half an hour, that was fun.I ended up takeing up a nap for another half hour.  When I woke up I just starred at the road wide eyed constantly thinking about camp. Finally @CAPS2 said @CAPS4 are here kids!” “@CAPS3!” @CAPS4 all @CAPS5. @CAPS4 set up camp, played on the play ground,went swimming,and had a bonfire. All that waiting was worth it. But the ride home seemed alot quicker. Tthat is the story of a time I was patient"	12	12		24				3	3	3	3	3	3	3	3	3	3	3	3
17981	7	"Hi, im writing about the topic patience. I think patience is very important to the world. Because if no one had patience everyone would be running crazy like banshees and getting mad al the time. It is important to have patients  because In life it’s not always fair and you have to wait your turn. For example when I go to get my allergy shots I have to be patient. Because other people got @CAPS1 first and act to get served first. I also have to be patient at my football games because everyone has to play, and I can play in @CAPS1 spot the whole game. Lots of people that aren’t patient make other people not patient. Another term for not patient is inpatient. Everyone needs to have some sort of patience. That is what this world need, a little more patience. THE @CAPS2."	6	5		11				0	2	2	2	1	1	1	2	0.5	1.5	1.5	2
17982	7	This is a story about one time I when my mom was patient. One time me and my mom was at the clinic ?? to get my medicin. We where one of the first people there. Then a lot more people started to come. My mom thought we where the first people to get called we weren’t @NUM1 groups where called then @NUM1 more groups got called. @NUM3 more groups got called. Then me and my mom finally got called and that was story of the time when my mom was patient.	5	4		9				1	2	1	1	1	1	1	1	1	1.5	1	1
17983	7	"Have you ever learn spritarnt just one turns in your life. I have let ??? you about it. One day I was at home watching too .all of a sudden I had to use the bathroom really bad. Unfortunately they my momma and my sisters had to go. My momma went first and my sister was going next. My momma didn’t take very long but my sister was in there while and I was getting mad but l still was waiting patiently. It was holding it in but I knew eventually I new that it was going to come out eventually, but just waiting. I was doing all I can to get in  the bathroom. I was banging on the door trying to just the back and I wait in the bathroom and handled my business. In conclusion, this is a time that I was patient."	8	10		18				2	2	2	2	3	3	2	2	2.5	2.5	2	2
17984	7	"Patience is a virture. It’s something that we all need in life. Without it we can’t do anything that patience. People would get boring because they have no patience. Now, here’s a time I was patient. After @DATE1, I decided to buy on ipod touch. Since no stores were open, I had only one  other option. Online shopping. I used omazon to get it. I couldn’t wait to yet it! Unfortunetly I had to wait like a week to get it. It was boring waiting for it, but I had other things to occupy my mind. When it finally come, I was so happy! I was glad I waited. From the patience, I learned you cant get everything rite away, I learned that people who wait, good things will come to them.Also I was better at waiting for everything. That’s how I was patient and have bin better at being patient."	9	9		18				2	2	2	3	2	2	2	3	2	2	2	3
17985	7	"Over the @DATE2, on the @DATE1 to be exact me and my family want to see fireworks at a local park. It was a time for me and my brother to visit all my friends, we were so excited ?? ?? me than an hour to get there. I was so patient because I knew if l wasn't my mom would not be in a happy mood. ""Are wether yet?"" my brother mouned. ""@CAPS1 my @CAPS2, @PERSON1 we just got in the car."" I said my brother has always been important, I of course didn't say a word on the way there and everything he said something the ride felt longer."	5	9		14				1	1	2	1	2	2	2	3	1.5	1.5	2	2
17986	7	"Patience is very important in life. I have been patient many times in days. I'm going to tell you about a time that I was patient and it paid of. It was @DATE1, exactly two mounts before my birthday. I went to my mom and asked her if I could get a phone. She said I was to young, and that she didn't get a phone till she was in college. I told her that everyone else had a cell phone but me, this was partly true. She told me she would about it, and that if I bugged her about it again she wouldn't get me a phone. It was @DATE3 now, just @NUM1 more days till my birthday. I thought about what kind of phone I wanted, I thought about what color case I would get for it. I thought about that phone for weeks. Then the day came, it was @DATE2, my birthday. I woke up in the morning to the smell of pancakes. After we ate we went to my grandma's house, because it was also thanksgiving. After dinner we went back to my house for my birthday supprise. I opened my pressants from aunts, uncles, grandparents, and then the last box. I opend it, it was my phone. I was so excited, I called all my friends on my new phone. That was the best birthday ever. It is a good thing to be patient, because I was patient I got the phone I wanted. Thats why you should always be patient, and wait. By; @PERSON1."	8	9		17				2	2	2	2	2	2	2	3	2	2	2	2.5
17987	7	"One day when I was home alone I felt nobody was with me. I was home alone because my uncle was very sick and my and parents went to go visit him. I was very scared and I felt @CAPS1 had left me. So I prayed and prayed but I fell or heard nothing back. So I fell asleep and I heard @CAPS2 voice, he was talking to me! I was running in a field will grass. I saw a man dressed in where dating walking through and, and when he came out of the mud there was no sitting or did anymore on him. I ran up to him and asked “man who are you?” he replied and said” little child of @CAPS1 why do you look so lonely? I am your angel one I have come to tell you what your father has said,” he talked to me for a long time, and I did not feel scared or lonely anymore, there was one cloud in the sky, he said he had to go but that he was my gurdian angle. After that he rose into the deol. I will never forget him, he is my angle. And that was the time I needed to have patience to hear @CAPS4 voice."	10	8		18				2	2	3	3	2	2	2	2	2	2	2.5	2.5
17988	7	The time when i was patient was when christmas came aroud. At first i just wanted christmas to get here. But my mom told me I had to just wait and  that it will come soon. So I waited and waited because I really wanted a wii consle and the sims @NUM1. So finally when christmass came i got what i wonna and some. Usually @CAPS1 not that patient but the reason I was is becaused my mom told me that it will come soon. I learned that when you really want something or really want to do something the more patient you are the faster it will come.	8	7		15				2	2	2	2	1	2	2	2	1.5	2	2	2
17989	7	Every day I have this kid sit by me on the bus. He is annoying every day but I listen to him anyway. We usely et a long but we debated about things sometime. He tells out rages story about @CAPS1 and snipers. He’s not really my friend but he come one to talk to. I think if I listen and talk to this kid is a god sent mission because he doesn’t have many friends.	7	6		13				2	1	2	2	2	1	2	1	2	1	2	1.5
17990	7	"Have you ever been patience ? I believe we should be patience .I think patience is something weall need in the futher .You can be patience while at the fair ,in the lunch line ,and when your teaching a dog tricks .I’m going  to talk about patience at fair .You should be patience at the fair .When your in line for rides ,you need to be patience .When your getting tickets or a bradet ,you need to patience .That is one way you need to be patience .Now the lunch line .You need to be patience .We all are going to eat so we should wait .I, have people at me all time ,they didn’t have patience .That’s another way we should have patience .Now teaching your dog  tricks .@CAPS1 one you need a lot of patience .You can’t just expect a dog to know tricks @CAPS1 is working progress .You need to be slow and patience .That is why you need to be patient .You need patience at the fair ,in the lunch line ,and teaching a dog tricks .At the fair you need to be patient .At school you need patience .At home you need patience .That is why patience is important ."	5	6		11				1	1	1	2	0	1	2	3	0.5	1	1.5	2.5
17991	7	"Patience is something that people don't have sometimes. I know I did once. And I 'm gonna tell you about it. It was a bright sunny day. All my family members were outside. My dad making hot dogs and hamburgers in the grill. My mom setting up the table. And me and my sibling playing catch with a football. All of us knew how to throw and catch a football but not my little brother. Considering the fact that all of us were chose to teach my little brother. We tried once, we tried twice, but he just wouldn't get the hang of it. Finally all my sisters got tired of explaining him the object of the game, so they gave up. Me, on the other side said it over and over until he understood it. I myself got tired of telling him over and what to do. But then I thought 'hey give the kid a chance he might just get it 'so I just kept on helping him. ""@CAPS1 is ready! Come inside"", my mom had called out. ""Time for @CAPS1 lets go inside"" I said to my little brother. ""@CAPS2! Just one last time, I promise I will get it!"" he exclaimed. ""@CAPS3, but just one time"" I responded. Even tho he had been saying that the past few hundred times he'd tried, I thought it wouldn't hurt to do it once more. As I released the ball from hands my brother ran up to it and caught it! After he caught it he shouted ""I did it"" and I looked at him proudly and said ""good job"" he ran inside to tell my parents that he finally caught it. I was really alod that I had token the time to help him. I knew he could do it @CAPS2 matter how many times I tried or he tried. I knew he would get it soon. And he did! And that was the time I was patient."	12	12		24				3	3	3	3	3	3	3	3	3	3	3	3
17992	7	To me when some one is being patient they are in line or waiting for something and they're being very calm. Where they aren't rushed and are very quiet.	3	4		7				0	1	1	1	0	1	1	2	0	1	1	1.5
17993	7	"My brothers checkup was today, why did I come? All I did was sit patiently for @NUM1, there was nothing I could do @CAPS1 I kept my cool. Waiting there in a dark room was hard, I picked up a near car magazine and started flipping through it, @CAPS1 the interesting thing was a article about a new @CAPS2 coming out. I read that in @NUM2 I went to the bathroom, and really soon was back in the wasteland of darkness. I whipped out my phone and texted a couple people. Five minutes passed and answer no I close my eyes and layed my head back so I waited and waited. Right when I was about bash my head on a brick wall my brother enters the room and says “ That’s it “.And then I got a text by two people, it would have been better while I was board out of my mind!"	9	8		17				3	3	2	1	2	2	2	2	2.5	2.5	2	1.5
17996	7	"The time  I was patience was when I snowbling with my family .Because my dad and I h ave to get them wormed and get them  off the trailar and start them  and he has to ride one around and get us a track and  I ride be hind him on the other sled and I muc to get the snow geon on and that is not ,we go to my aunt and house in @LOCATION1 ,I’ve been to a lot of places on the sleds ."	7	4		11				2	2	2	1	1	1	1	1	1.5	1.5	1.5	1
17997	7	"This is the time when I was patient to my friend @PERSON1. @PERSON1 and me live in the same apartment building, so we hang out all the time. One day I had an @CAPS1 to go to the carnival. I noticed she wasn’t liking the @CAPS1 than she said “she was scared” of rollercoasters, but I told her it wont be a big deal, we will not go on big rides. The day of the carnival, came I was exsited so was @PERSON1, as we got there she was really scared to go on the on therides,so I told her we could go on the smallest ride. After we went oh a few she wasn’t scared as much. Than wall, we were walking she saw a ride, one of the bigest rides there, she said we should go on that so than I told her if she wonted to I we could go on it, and she was sure, after that ride we kept going on differnt bigger rides, wall we were walking she said thanks for having patience and that I was a good friend. In summary that was the time I had patience for a friend."	6	10		16				2	2	1	1	2	3	2	3	2	2.5	1.5	2
17998	7	"There have been times in my life where I had to be patient. My friends and I that day had decided to go to @LOCATION1 @CAPS1. I love roller coasters, but I hate the lines that come with. When we got there we had to wait a half an hour to get in. When we made the decision to go on the @CAPS2 ride first. Next, we had to wait another @NUM1 minutes to get on the ride. Other rides we want on too had a long wait. So throughout the day there was quite a bit of waiting. Even when we got food we had to wait with all this waiting it took a lot of patience. My friend and I had to be understanding and tolerant of the waiting and long lines. By the end of the day all of us had gotten used to using our patience. That trip to @LOCATION1 @CAPS3 taught me to be a more patient person."	9	8		17				2	2	2	3	2	2	2	2	2	2	2	2.5
18000	7	"The patience, the engines roared, the propellers spun, the plane moved foward, toward the runway. Everyone cheered. Then we heard a loud crack and the plane stopped. We sat there for over an hour. Finally the piolt got on the intercom and told us to get our luggage, exit the plane and go back to the @LOCATION2. At that time I was about to lose my patience but I kept it. Why? Well, it all started at the @LOCATION2. I never really liked planes. However, when I heard we were going all the way to @LOCATION1, @LOCATION3 from @LOCATION4, I gladly took the plane rather than a long car ride. We boarded the plane at @LOCATION2 through gate @NUM1. The plane took off fast and we were flying. I was a little confused when we landed @NUM2 minutes later in @LOCATION5. I thought we were going to @LOCATION3! It turns out we had a two hour layover in @LOCATION5. I had to sit and be patient for two hours. I was really excited to go to @LOCATION3 and I hate sitting and waiting. Two hours later, we found out that our flight was delayed an hour. We sat and waited until we finally boarded the plane. As we started moving forward the plane’s wing tip caught on the side of the building and broke off. The flight attendents helped us unload the plane. I noticed all the grumpy faces of the people who wanted to get on with the flight. I a reed with them but I tried to be patient. After three hours of intense waiting, the plane was fixed and we were off. I knew if I had not been patient I would not have made it on the long journey to @LOCATION3."	10	12		22				2	2	3	3	3	3	3	3	2.5	2.5	3	3
18001	7	"One time I got sent to my room, also I have sit on my bed and I could @CAPS1 do eny thing. I ask one time to get out and he aded more time. So forl about an hour and a half I has to sit in my room. I took a nap for about twenty minits. I was so bord and then he finily let meat."	8	4		12				2	2	2	2	1	1	1	1	1.5	1.5	1.5	1.5
18002	7	"Once, I was @NUM1 old and I was so eager about getting a new bike I didn't have no patience at all, so that day I asked my dad can I get a new bike ""he said not now"" ""I said pleaseee"" he said later then, after that day my dad was getting dressed  I said yes!! That's for my bike so. I went to my dad and I told him I'm ready ""he said what"" were are you going I said with you then he said no not now, I got so angry and went and sat down. After an hour has been gone my dad showed up, so I ran so fast and said can we go now he said ali be patient, I said why you said we are going to go, so my dad parked the car and went downstairs and ate lunch. So I started to get angry I went to the couch and sat their and watched @CAPS1 while my dad was eating. After he was done he said ali lets go!! I said where, to? buy you a bike I ran so fast and hugged my dad and went and got dressed. After I got my new bike and I was patient."	5	7		12				1	1	2	1	2	2	2	1	1.5	1.5	2	1
18004	7	"This is a story when I was patient. I believed in aIeons. So I went in a field and sat and waited for them. I was about @NUM1 years old. So I thot to go out there, I am out there waiting and waiting. Then I saw something, my gosh its just a shotting star. I was so existed but is wasen’t one. All of a sudden I saw a deer and it was running rite after me. So I shot it. Then I was waiting I was waiting. I was bored so I made up a song. I am waiting for the aIeons yes I am waiting yes I am. When it got dark out I saw something. It was the aIcons. the space craft stop in the field. The aIeons walk out and shot all of them. Then took them home and showed them to the hole town. They didnt believe me the I told them to go to the field and look at the space craft and they all fainted. Thats a  time I was patient."	8	8		16				2	2	2	2	2	2	2	2	2	2	2	2
18005	7	"Patient ; When arriving to ceader point their was one ride it wated  to go on, that is the @CAPS1. The only problem is that it is a @NUM1 hour wait. Standing there in the blazing hot sun on @NUM2 @CAPS2  days I was  having second thoughts. Looking up and seeing the light and @CAPS3 difficult shades of green truck if the??? I knew it was worth it. After @NUM3 minutes @PERSON1 my brother was all ready board. So we played @NUM4 @CAPS4 to pass the time. I wore every time. Almost an hour later we get to the first pop and struck mageen. I get three pop and about @NUM5 cany bars @PERSON1 got double the around of me. Two hours later we got to the elevator was mouse bring us up it the??? At the top they strap us in to the frount row seat!  What our luck. Crank! Crank! Crank! Went the roller as to slowly truged up the hill. Then own cart dipled down and we were @CAPS2 going @NUM5 miles per hour we whent up, down, side, to side, me up site down??? three minutes. When we final pulled back into the station @PERSON1 had puched @NUM1 times and??? Meating my group back the car we began the @NUM8 hour car ride home and I turned to my brother and said it is another, so own game of @NUM4 @CAPS5 began."	11	9		20				3	3	3	2	2	3	2	2	2.5	3	2.5	2
18006	7	"When I was ten years old my mom promised me a phone. But then she I had to wait until @CAPS1. That got me mad because @CAPS1 wasn't until next month. I couldn't wait because this phone was a touchsreen with a key board. But I tried to be as patient as I could. The next day I kept seeing these commercials of the phone I wanted. It was very hard to be patient but I tried my best. So everyday I had to try to keep my mind on something besides the phone. Also a couple of my other friends had a phone and I really wanted to text them. Before I knew it it was only a week until @CAPS1 so I was excited, even though I had to pay for phone bill. I just wished the time would fly, but it didn't. So all I decided to do was wait. After six day past, tomorrow was already @CAPS1! My days of miserable waiting paid off! So I woke up the next day and opened my present and it was a brand new phone! My heart started beating of excitement. I was so happy then I thanked my mom. So being patient will eventually pay off."	8	8		16				2	2	2	2	2	2	2	2	2	2	2	2
18008	7	When I was in fourth grade and I was going to a concert and I had to be very patient. I was waiting in a long line to get in. While I was in line I started talking to my friends we played games and walked a few steps up every a minutes. I sat there and walked up with my mom and sat down again and it was just seemed like the line wasn’t moving at all! Finally we got up to the front and me and my friends were so excited. Being patient payed off because if I would have bothered my mom too much she might have gotten mat at me. I had a lot of fun after I got into then concert. That was a time that I was patient.	8	7		15				2	2	2	2	2	2	1	2	2	2	1.5	2
18011	7	"Patience is used when people are not in a hurry to gett were they are going. Like checking out at a store or at work, some people can be rood and not use their patience at school and work you should always use your patience, like for an example, use my patience at kinchat school because there are over one handred @NUM1, graders, and half of them are bushy when its lunch time and the other half gets hurt and they @CAPS1 don’t know what to do."	5	3		8				0	1	2	2	0	1	1	1	0	1	1.5	1.5
18012	7	"A time I was patient is when I took @CAPS19 @CAPS1. @CAPS7 @CAPS2 test. It took two days to take the @CAPS3. @CAPS19 @CAPS3 was on @DATE1 and @DATE2, @CAPS5 @NUM1 to about @NUM2 pm. I passed @CAPS19 @CAPS6! I then had to wait (patiently) until @DATE3 the @CAPS7 @CAPS2 @CAPS9, @CAPS10 I received @CAPS19 @CAPS11 @CAPS7 @PERSON1 level one. That is/was @CAPS19 greatest accomplishments in @CAPS19 whole life so far it wasn’t easy. I started when I was five, and I am now twelve. I had to perform @NUM3 @CAPS13 I knew at the time, and about @NUM4 stances, @CAPS14, @CAPS15, @CAPS16, and blacks. @NUM5 minutes of sporring ,also called kumite (kun –@NUM6 minutes of practicle self @ORGANIZATION1. I also needed to make a poster, aparent recemendation, and teacher recamendation, @NUM7 written  report, and a written  @CAPS6. I needed  to perform a @CAPS13 and show self @ORGANIZATION1 application and do  @CAPS17 weapon skit and practicle  self  @ORGANIZATION1 skit and send in a progress report and/or most current report and card. Inconlusion  I had to  “@CAPS18” @CAPS19 @CAPS7 @CAPS2 ,[@CAPS22 @CAPS23 or person were hormed in the making of this  incredible martial artist/@CAPS24] (@CAPS25 life story )"	9	8		17				3	2	2	2	2	1	2	3	2.5	1.5	2	2.5
18013	7	One time I went to cetar point and I was rideing in the car. And we were about @NUM1 hour away from the cetar point park. And I was talking with my sister @DATE1 and @ORGANIZATION1 and I fell asleep. And the we were there I was so excited and that I couldn’t wait to go on the @CAPS1. And I was walking in the park with sisters mom& dad into the park and all I could hear was people scream on the rollercoaster and the we were in line for the @CAPS1 and I was in the back of the line and I was to unpatience and I was like in my mind com’on com’on and I was in like feeling like I didn’t want to on it anymore and I was time to ride the @CAPS1 and I went on it and I was off the ride in matters of @NUM2 sec. and that was my story of patiences.	6	7		13				2	1	2	1	2	2	1	2	2	1.5	1.5	1.5
18014	7	"Patience is a virtue I have always wanted. Sometimes I lose my patience when something take too long. In @ORGANIZATION1 seriously  there was an event called @CAPS1. It was raising and many people wanted to see if @CAPS2 would close down. The rain inocaculously did stop but I had to wait until @TIME1. It was only six for! So in other words my family and I had to stand and wait for two hours and thirty minutes. The two hours seemed to take forever. It was a unbelievable torture! My brother kept on annoying us with queued squeaky noises. My brother had to be reprimanded three times before he stopped! Finally they let us in at @TIME2, and we got pop and hotdogs. We found our seats and began to watch. Man, I’m glad I was patient enough. The show was worth the wait."	12	8		20				3	3	3	3	2	2	2	2	2.5	2.5	2.5	2.5
18015	7	"One day when I was going to @LOCATION1  we drove for @NUM1 whole day because we went in the wrong direaction and my mom got made at night we were trying to find a hotel about @NUM1:30am I was the only one aware because my three brothers @PERSON1, @LOCATION2, caman were sleping in the back of the van my sister @CAPS1 and me were in the front and I got really angry because a guy. Look the last room they had but I was really angry patient and really we a room the next day we went to the @ORGANIZATION1 to stay we were going to the water park/musment park there was a new ride"" the scoping tail butt we had to wait for @NUM1 hour to go on that ride and I was really patient but my mom was getting tired and mad because  it took so long then the next day it rained and rained so we went to the indoor fool at our hotel but we couldnt go in because there were in many people so we had to wait but I wasnt patient because I wanted to go swimming  the almost a halve hour we got to go swimming then the next day we had to leave and this time it took almost two days to get us back home the time & we got there was at @TIME1 I was patient enough to help my parents get all the stuff in our house then we finally got to go to bed I was so happy."	7	7		14				2	2	2	1	2	2	2	1	2	2	2	1
18016	7	"“@CAPS1 kids. Today @CAPS10 are going to look into our microscopes. I will pick your partners.” @CAPS5 @PERSON1. @PERSON1 picked @CAPS2 to be my partner. I think she is really smart. @CAPS10 were assigned to microscope” The teacher told us @CAPS10 had to draw everything @CAPS10 see in our notebooks. @CAPS2 looked into the microscope, and saw blue lines scattered everywhere. “@CAPS3, can I see?” I asked. “@CAPS4 I have to draw it in my notebook.” @CAPS5 @CAPS2. “@CAPS1, @CAPS17 hurry up.” I @CAPS5, not noticing I was being impatient. “@CAPS8, who can accept @PERSON3 in their group? He needs  a partner.” @CAPS5 @PERSON1. @CAPS2 looked up from the microscope and raised her hand. “@CAPS10 can!” @CAPS5 @CAPS2. “@CAPS12! Really @CAPS2?” I complained. “@PERSON2, don’t be rude. You know he is new to our @CAPS8.” @CAPS5 @PERSON1. @PERSON3 walked over, got a chair and sat down right in front of me. He was patiently waiting for @CAPS2 to draw what she saw in her notebook. “@CAPS2, can you go any slower?” I shouted. “@CAPS17, can you yell any louder?” she shouted back. Finally it was @PERSON3’s turn. He looked at the microscope and started drawing. I tried to peek at @CAPS2’s paper. She noticed, and I quickly glanced back. “@PERSON2, you really need to @CAPS4 your turn and be patient. @CAPS10 will all get a chance to look through it.” @CAPS2 @CAPS5 to me. “You’re right. Thanks @CAPS2. I’m sorry I was acting like that.” I @CAPS5. “it’s alright, I act like that too, @CAPS3, maybe @CAPS10 should all sit together at lunch.” @CAPS5 @CAPS2. “That would be cool.” @CAPS5 @PERSON3."	12	12		24				3	3	3	3	3	3	3	3	3	3	3	3
18017	7	"Being patient is sometimes hard but sometimes you don’t care. There are many times I was patient. Sometimes I have to wait an hour or @NUM1 minutes. There is a time when I had to wait an hour. The one time when I was patient was at dance. My mom danced me off at @NUM2. I waited five minutes because I was a little yearly. After I waited five minutes I had worried that maybe they were in a different class but no they weren’t. After waiting thirdy minutes I was really bored and remembered that dance started at @TIME1. I could of called home but I didn’t have my phone. Then when five more minutes went by I went in the playset. Me and myself swinging alone. When I was @TIME1 my mom came to pick me up from dance but I told her, “it starts at @TIME1. So I have to leave”. She kept asking me why I didn’t call and I kept telling her I didn’t have my phone. Then she left and I went to dance for two hours. Being patient that long is humble to me. I can go fifteen minutes but I can’t go an hour. Thats one of the horrible times I was patient."	8	9		17				2	2	2	2	2	2	2	3	2	2	2	2.5
18018	7	I was patient when I had to witch @NUM1 little bad girls at my sisters house. My sister asked if I wanted to spend the @TIME1. I did then her god kids came over. That @TIME1 sister rembend she had to go some were. So that morning she left me with the kids for @NUM2 hours. So I had to wait patiently for her to come back. Finaly she did.	5	7		12				1	2	1	1	1	2	2	2	1	2	1.5	1.5
18019	7	"One day I had to wait about @NUM1 hours which seemed like a year, but I didn’t complain. I sat in the doctors office waiting to get called, I sat there and waited with my mom. I sat and read a magazine while my mom terted her freind. About three people got called in fourty- five minutes. But I sat and looked at the magazine. They called a kid who’s name was @PERSON1, and I thought it was me because my names @PERSON2. I finished my magazine and went on to the next one. I thought I would like it because it had war on the front of the cover, but its just a cover nothing cool inside except a floating tranlula trick. About one hour passed and only five people were called. I finnally finished all the magazines and I was bored. I watched people get called and called finnally there were only my mom and I and another group, and of course they got called before us. It was about three hours till we were called, and when we did we had to wait even longer because they had technical difficulties with there machines. When we did get in we had to wait a half and hour for the doctor. But we got in, he made my knee twitch and then made me hop on one foot, why I don’t know. But he did the regular put the thing that goes in my ear and the thermometer that goes on my tongue. But we finnally got out and went home. My mom asked me how could I be that patient, and I said, “I have not a clue”."	12	8		20				3	3	3	3	2	2	2	2	2.5	2.5	2.5	2.5
